WordChunk,VisualStrength,AuditoryStrength,GustatoryStrength,OlfactoryStrength,TactileStrength,Word,POS,Freq,LogFreq,Modality,AnyPositive,AllEqual
hammy__a,0.058126928,-0.000723183,0,0,0.007894618,hammy,a,34,1.531478917,Visual,yes,no
direction__n,-0.005612105,-0.00698965,-0.018391878,0,0.013095329,direction,n,1228,3.089198367,Haptic,yes,no
technician__n,-0.013303351,0.02046989,-0.017827759,0,-0.011318451,technician,n,132,2.120573931,Auditory,yes,no
recoup__v,0.000416333,-0.070636322,0,0,0.04239202,recoup,v,12,1.079181246,Haptic,yes,no
hover__v,-0.002235708,-0.085753089,-0.027604151,0,-0.009447781,hover,v,59,1.770852012,Olfactory,no,no
provencal__a,0,0,0.101230305,0,0,provencal,a,NA,NA,Gustatory,yes,no
pitiful__a,0,0.019327218,0.064192276,0,-0.019107421,pitiful,a,196,2.292256071,Gustatory,yes,no
regression__n,0,0,0.08768411,0,0,regression,n,33,1.51851394,Gustatory,yes,no
hammer__n,-0.022171561,-0.004009499,0,0,0.088251206,hammer,n,636,2.803457116,Haptic,yes,no
grate__v,0.013481875,0,0.164228405,0.039425687,-0.053371209,grate,v,52,1.716003344,Gustatory,yes,no
grate__n,0,0.047635999,0.070989799,0,0.035865088,grate,n,52,1.716003344,Gustatory,yes,no
hammer__v,-0.051250722,-0.029683839,-0.046390943,0,0.126423779,hammer,v,636,2.803457116,Haptic,yes,no
alby__n,0.083996603,0.022286029,0,0,0.003300023,alby,n,NA,NA,Visual,yes,no
spectacularly__r,-0.047818609,0,0,0,0.025845798,spectacularly,r,10,1,Haptic,yes,no
co-editor__n,0,0.095617241,0,0,0,co-editor,n,NA,NA,Auditory,yes,no
foliage__n,0.072683431,-0.120037881,-0.009567251,0.065358265,0.008556838,foliage,n,27,1.431363764,Visual,yes,no
know-how__n,0.029555302,0,0,0,-0.001046229,know-how,n,NA,NA,Visual,yes,no
dishwater__n,0,0,0,0,0.101488144,dishwater,n,11,1.041392685,Haptic,yes,no
flyfisher__n,0,0,0.124329453,0,0,flyfisher,n,NA,NA,Gustatory,yes,no
overreact__v,-0.058943613,0.063635121,0,0,-0.060332475,overreact,v,73,1.86332286,Auditory,yes,no
fireplace__n,0.005251775,-0.069548756,0.003730694,0,0.01088272,fireplace,n,259,2.413299764,Haptic,yes,no
streamed__n,0.068889427,0.009542516,0,0,0.067433352,streamed,n,8,0.903089987,Visual,yes,no
taffeta__n,0.084733797,0,0,0,0,taffeta,n,19,1.278753601,Visual,yes,no
cross__v,-0.015081344,-0.031859984,0.020062386,-0.053262886,-0.013336015,cross,v,2807,3.448242413,Gustatory,yes,no
feasible__a,-0.047039526,0.019321643,0,0,-0.02935501,feasible,a,31,1.491361694,Auditory,yes,no
counterfeit__a,0.014218718,0.032080327,0,0,0,counterfeit,a,157,2.195899652,Auditory,yes,no
vegetable__n,-0.078972759,-0.149539426,0.214640965,0.034499019,-0.050161736,vegetable,n,291,2.463892989,Gustatory,yes,no
occupational__a,0,0.000709123,0.022403678,0,0.03698466,occupational,a,76,1.880813592,Haptic,yes,no
cross__a,0,-0.009651006,0.129763577,0,0.015000128,cross,a,2807,3.448242413,Gustatory,yes,no
cross__n,0.01860684,-0.021944602,0.002169443,0,0.019628786,cross,n,2807,3.448242413,Haptic,yes,no
endostatin__n,0.021328581,-0.013700969,-0.031091441,0,0.008517801,endostatin,n,NA,NA,Visual,yes,no
second-guessing__n,0.005761074,-0.005359473,-0.062192942,0,-0.004460419,second-guessing,n,NA,NA,Visual,no,no
interrupt__v,-0.014632867,-0.000318477,-0.015447847,0,-0.032836705,interrupt,v,955,2.980003372,Olfactory,no,no
slush__n,0,0.013719446,0,0,0.043115259,slush,n,28,1.447158031,Haptic,yes,no
co-production__n,0,0.027008131,0,0,0,co-production,n,NA,NA,Auditory,yes,no
ingenuous__a,0.095284383,0,0,0,0.064320609,ingenuous,a,11,1.041392685,Visual,yes,no
sliced__n,0,0,0.165754242,0,0,sliced,n,109,2.037426498,Gustatory,yes,no
ninth__a,-0.035590159,-0.047007029,0.060998936,-0.053664904,0.040309435,ninth,a,334,2.523746467,Gustatory,yes,no
undercurrent__n,0.03419253,-0.005575129,0.018826394,0.128912002,0,undercurrent,n,8,0.903089987,Olfactory,yes,no
lambs__n,0,0.032080327,0.076061995,0,0,lambs,n,85,1.929418926,Gustatory,yes,no
indispensable__a,0.019450227,-0.008264399,-0.057027934,0.165865503,0,indispensable,a,38,1.579783597,Olfactory,yes,no
net__a,0.014942542,-0.061021903,-0.064024644,0,-0.058288293,net,a,793,2.899273187,Visual,yes,no
luncheon__n,0.013586921,-0.003002054,-0.035109914,0,-0.031116765,luncheon,n,167,2.222716471,Visual,yes,no
mustard__n,-0.069805308,0,0.19769663,0.119544171,-0.051146896,mustard,n,329,2.517195898,Gustatory,yes,no
heterosexual__a,0.000409847,-0.055776028,0,0,-0.001046229,heterosexual,a,88,1.944482672,Visual,no,no
hyperinflation__n,0.059998408,-0.018304463,0.026560594,0,0.050189563,hyperinflation,n,1,0,Visual,yes,no
sickening__a,0.070332356,-0.046883475,0,0,0.008276672,sickening,a,46,1.662757832,Visual,yes,no
bolete__n,0.009283481,0,0.092501057,0.212404277,0,bolete,n,NA,NA,Olfactory,yes,no
days__n,-0.03348736,-0.005106527,0,0,0.045228702,days,n,15592,4.192901826,Haptic,yes,no
ascension__n,0.012880472,-0.024476031,0,0,-0.015858229,ascension,n,44,1.643452676,Visual,yes,no
variegated__a,0.097198208,0,0,0,0,variegated,a,2,0.301029996,Visual,yes,no
hothead__n,0.046551219,0.0653101,0,0,0,hothead,n,38,1.579783597,Auditory,yes,no
cram__v,0.00574606,-0.075778699,0.018369517,0,-0.039554813,cram,v,77,1.886490725,Gustatory,yes,no
typical__a,-0.034230862,0.001949148,-0.035634777,0,0.005379248,typical,a,642,2.807535028,Haptic,no,no
crumble__v,0.008366051,-0.104922886,0.085998577,0.020849056,-0.014442327,crumble,v,71,1.851258349,Gustatory,yes,no
skyrocket__v,-0.039897183,-0.035359548,-0.0514284,0,-0.002374764,skyrocket,v,17,1.230448921,Olfactory,no,no
cram__a,0,0,0.126894919,0,0,cram,a,77,1.886490725,Gustatory,yes,no
speculate__v,-0.028602429,0.002175411,-0.015195525,-0.000358441,-0.004723799,speculate,v,62,1.792391689,Auditory,no,no
net__v,-0.075096131,-0.073776286,-0.016713219,0,0.119363765,net,v,793,2.899273187,Haptic,yes,no
leather__n,0.060851811,-0.174249504,0.060536089,0.04443714,-0.049083267,leather,n,693,2.840733235,Visual,yes,no
equilibrium__n,0,0.004212054,0,0,0.061844926,equilibrium,n,46,1.662757832,Haptic,yes,no
deli__n,0,0.030861732,0.019764025,0,0.012384273,deli,n,108,2.033423755,Auditory,yes,no
clinton-gore__a,-0.000407873,0.05326428,-0.081102239,0,-0.009069736,clinton-gore,a,NA,NA,Auditory,yes,no
fortiers__n,0,0.015337058,0.058131131,0,0,fortiers,n,NA,NA,Gustatory,yes,no
restrict__v,-0.002264234,-0.007496635,-0.061767008,0,-0.051068753,restrict,v,28,1.447158031,Olfactory,no,no
informed__a,0.013156287,0.002238798,-0.038581937,0,0.000436022,informed,a,633,2.80140371,Visual,yes,no
summit__n,-0.006111138,-0.009222435,-0.045108907,0.022625034,-0.00330638,summit,n,170,2.230448921,Olfactory,yes,no
air-conditioning__n,-0.023776844,0,0,0,0.001887293,air-conditioning,n,NA,NA,Haptic,no,no
carcass__n,0.02466008,0,-0.010429299,0,0.096869208,carcass,n,79,1.897627091,Haptic,yes,no
minute__a,0.064179855,-0.07848011,0.010981148,0,-0.024849056,minute,a,19252,4.284475853,Visual,yes,no
minute__n,-0.019828396,-0.028792118,0.063409908,-0.037934347,0.022926208,minute,n,19252,4.284475853,Gustatory,yes,no
devil__n,0.016514319,-0.001779223,-0.01507015,0,0.031509273,devil,n,2108,3.323870607,Haptic,yes,no
self-satisfaction__n,0,0.0653101,0,0,0,self-satisfaction,n,NA,NA,Auditory,yes,no
wheelchair-bound__a,0,0,0,0,0.080162686,wheelchair-bound,a,NA,NA,Haptic,yes,no
botfly__n,0,0.059322713,0,0,0,botfly,n,1,0,Auditory,yes,no
botfly__a,0.069979672,0,0,0,0,botfly,a,1,0,Visual,yes,no
curl__v,0.068976082,-0.078287402,-0.018125279,0.059556149,0.025371173,curl,v,120,2.079181246,Visual,yes,no
exert__v,-0.065445868,-0.030709816,0,0,-0.040938104,exert,v,34,1.531478917,Gustatory,no,no
disrupt__v,0.004916864,0.008990059,0.011335337,0,-0.027471464,disrupt,v,65,1.812913357,Gustatory,yes,no
progeny__n,0.048804027,0,0.033178337,0,0,progeny,n,18,1.255272505,Visual,yes,no
doings__n,0,0,0.064478334,0,0,doings,n,24,1.380211242,Gustatory,yes,no
one-man__a,-0.041111441,-0.051602369,-0.052586607,0,-0.061419285,one-man,a,NA,NA,Olfactory,no,no
nuisance__n,0.033102562,0.00095119,0,0,-0.06366293,nuisance,n,164,2.214843848,Visual,yes,no
starlet__n,0,0,0,0,0.037318569,starlet,n,30,1.477121255,Haptic,yes,no
imitate__v,-0.009222892,0.003191758,-0.067904602,0,-0.058626813,imitate,v,92,1.963787827,Auditory,no,no
monomania__n,0.098736468,0,0,0,0,monomania,n,NA,NA,Visual,yes,no
degenerative__a,-0.011053478,0.006106793,0.050088461,0,0,degenerative,a,12,1.079181246,Gustatory,yes,no
mad__a,-0.023658208,0.04456522,-0.047241575,0,0.054989991,mad,a,5784,3.762228284,Haptic,yes,no
upper-class__a,0.053309981,0,0,0,0,upper-class,a,NA,NA,Visual,yes,no
parking__n,0.000496742,-0.039564532,-0.031295776,0,-0.022301769,parking,n,1379,3.139564266,Visual,no,no
temperamental__a,0.01954918,0,0,0,0.046415675,temperamental,a,41,1.612783857,Haptic,yes,no
monster__n,0.020403123,-0.008602031,-0.005809579,0,0.004078202,monster,n,1982,3.29710365,Visual,yes,no
pilot__n,-0.009192171,0.010246767,-0.128514764,0,0.034961285,pilot,n,1360,3.133538908,Haptic,yes,no
underage__a,0.038707432,0,0,0,0.037318569,underage,a,111,2.045322979,Visual,yes,no
cart__v,0.031334557,-0.073885514,0,0,0.046944744,cart,v,461,2.663700925,Haptic,yes,no
grape__n,0.042973336,-0.080862067,0.07171668,0.12612492,-0.038679263,grape,n,204,2.309630167,Olfactory,yes,no
grape__a,-0.034462964,-0.057605078,0.081869595,0.116832833,-0.03596146,grape,a,204,2.309630167,Olfactory,yes,no
neighbor__v,-0.030680402,0.026077297,0,0,0.036030672,neighbor,v,864,2.936513742,Haptic,yes,no
aphrodisiac__n,0,0,0.129654266,0,0,aphrodisiac,n,82,1.913813852,Gustatory,yes,no
neighbor__n,-0.007734918,0.001583471,0.000466009,-0.035772875,-0.017611904,neighbor,n,864,2.936513742,Auditory,no,no
irrational__a,-0.036250876,0.00095119,-0.029486659,0,-0.018349665,irrational,a,149,2.173186268,Auditory,no,no
tomahawk__n,0.05647781,-0.003927238,0.040054431,0,0,tomahawk,n,22,1.342422681,Visual,yes,no
pilot__v,0,0.016065195,0,0,0.119300402,pilot,v,1360,3.133538908,Haptic,yes,no
fragile__a,-0.010298422,-0.02701918,0.00362789,0.094043092,-0.006973095,fragile,a,262,2.418301291,Olfactory,yes,no
cart__n,-0.028434423,-0.012343315,0.035103771,0,0.027448188,cart,n,461,2.663700925,Gustatory,yes,no
continent__n,0.022462672,-0.103400847,-0.004790347,-0.012818064,-0.022896381,continent,n,187,2.271841607,Visual,yes,no
mystify__v,0,0.059322713,0,0,0,mystify,v,7,0.84509804,Auditory,yes,no
start__n,-0.005636621,0.00305284,0.005359046,-0.080063623,0.029793995,start,n,17345,4.239174304,Haptic,yes,no
overcoat__n,0,0,0.09401908,0,0,overcoat,n,74,1.86923172,Gustatory,yes,no
propel__v,-0.031172403,-0.0388403,0.019494675,0.045718297,-0.032799324,propel,v,11,1.041392685,Olfactory,yes,no
start__v,-0.030143073,0.017244216,0.010799953,-0.071856452,0.02065231,start,v,17345,4.239174304,Haptic,yes,no
unanswered__a,-0.030749046,0.016300481,-0.016136215,0,-0.032205122,unanswered,a,50,1.698970004,Auditory,yes,no
carmine__a,0.074964391,0,0,0,0.073508316,carmine,a,111,2.045322979,Visual,yes,no
closet__n,-0.027922294,-0.03935395,-0.035872076,0,0.030652022,closet,n,1381,3.140193679,Haptic,yes,no
yugoslav__a,0,0,0,0,-0.021674962,yugoslav,a,8,0.903089987,Visual,no,no
spruce__n,0.04236469,0,0,0,0,spruce,n,56,1.748188027,Visual,yes,no
sunny__a,-0.004962544,-0.054252928,0.000192058,0.052146771,0.047416354,sunny,a,391,2.592176757,Olfactory,yes,no
mall__n,-0.060479243,-0.044882371,-0.017067771,0,-0.044739487,mall,n,964,2.984077034,Olfactory,no,no
degenerate__n,0,0.057248637,0,0,0,degenerate,n,93,1.968482949,Auditory,yes,no
closet__v,0,-0.01794405,0,0,0,closet,v,1381,3.140193679,Visual,no,no
acquaintance__n,-0.086952002,-0.009120136,-0.034238939,0,-0.014258884,acquaintance,n,273,2.436162647,Olfactory,no,no
confidently__r,-0.029338533,0.039936769,-0.014753474,0,0.018494604,confidently,r,12,1.079181246,Auditory,yes,no
alternative__n,0.016772559,0.006488191,-0.001007286,0,-0.06238827,alternative,n,476,2.677606953,Visual,yes,no
free-agent__a,0.048631092,-0.011713089,-0.00947443,0,-0.014394385,free-agent,a,NA,NA,Visual,yes,no
cantankerous__a,0,0.009807334,0.139468716,0,0,cantankerous,a,11,1.041392685,Gustatory,yes,no
alternative__a,-0.026395581,-0.001392773,0,0,-0.040180807,alternative,a,476,2.677606953,Gustatory,no,no
hairdo__n,0.063301002,0,0,0,0.012829855,hairdo,n,66,1.819543936,Visual,yes,no
disproportionately__r,0.061643272,-0.023972212,0.061148187,0,-0.061419285,disproportionately,r,6,0.77815125,Visual,yes,no
must-win__n,0,0.02168426,0.064478334,0,0.030302062,must-win,n,NA,NA,Gustatory,yes,no
band__v,0,-0.055776028,0.051160474,0,-0.047158226,band,v,2724,3.435207103,Gustatory,yes,no
band__n,-0.015709538,5.73E-06,0.019139315,0.040078171,0.018258457,band,n,2724,3.435207103,Olfactory,yes,no
layup__n,0.009732747,-0.020433173,0,0,0.024233665,layup,n,8,0.903089987,Haptic,yes,no
noticeably__r,-0.011021286,-0.008862048,0.037310087,0,-0.047025966,noticeably,r,10,1,Gustatory,yes,no
fantasize__v,-0.047818609,0,0,0,0.012580803,fantasize,v,89,1.949390007,Haptic,yes,no
ideologue__n,0.006357126,0.03215976,0,0,0,ideologue,n,NA,NA,Auditory,yes,no
shred__v,-0.021623322,-0.041102494,0.122777371,0,-0.0784727,shred,v,150,2.176091259,Gustatory,yes,no
tiramisu__n,0,0,0.176283246,0.188361721,0,tiramisu,n,NA,NA,Olfactory,yes,no
refund__n,-0.016799208,-0.016704749,0.005405364,0,-0.018297704,refund,n,141,2.149219113,Gustatory,no,no
specify__v,-0.056223328,-0.016587125,-0.12459073,0,-0.092362098,specify,v,46,1.662757832,Olfactory,no,no
ambivalence__n,-0.043655051,0.007837094,0,0,0,ambivalence,n,12,1.079181246,Auditory,no,no
shred__n,0.003314699,0,0,0,0.0220106,shred,n,150,2.176091259,Haptic,yes,no
absurdity__n,-0.012550576,0,-0.006426315,0,0,absurdity,n,32,1.505149978,Auditory,no,no
remedial__a,0.020495246,0,0,0,-0.027999974,remedial,a,20,1.301029996,Visual,yes,no
videocassette__n,0.075235405,0,0,0,0,videocassette,n,7,0.84509804,Visual,yes,no
metaphorical__a,-0.010148809,-0.046883475,0,0,0.024233665,metaphorical,a,14,1.146128036,Haptic,yes,no
linguistic__a,-0.007813535,0.010295779,-0.020825742,0,-0.00926961,linguistic,a,18,1.255272505,Auditory,yes,no
vitality__n,-0.022169356,-0.066641229,-0.049049746,0,-0.057784271,vitality,n,34,1.531478917,Olfactory,no,no
conspicuous__a,-0.010148809,0,0.044106876,0,0,conspicuous,a,75,1.875061263,Gustatory,yes,no
maze__n,0.004664636,-0.015041706,0.022091527,0,-0.005547382,maze,n,130,2.113943352,Gustatory,yes,no
contorted__a,0,-0.005317779,0.08768411,0,0.003300023,contorted,a,5,0.698970004,Gustatory,yes,no
tinkle__v,0,0.022286029,0.066267697,0.207682175,0.031142986,tinkle,v,47,1.672097858,Olfactory,yes,no
locust__n,0,0,0.140895238,0,0,locust,n,44,1.643452676,Gustatory,yes,no
failed__a,-0.029329661,-0.039336326,0,0,-0.030718524,failed,a,1467,3.166430114,Gustatory,no,no
personnel__n,-0.017342055,0.005429624,-0.065764229,0,0.000288248,personnel,n,835,2.921686475,Auditory,no,no
passionately__r,-0.021761555,0.055107706,-0.044794145,0,-0.034095067,passionately,r,72,1.857332496,Auditory,yes,no
mileage__n,-0.039213725,-0.022834939,-0.006426315,0,0.005826665,mileage,n,101,2.004321374,Haptic,no,no
mode__n,-0.004189262,-0.010462315,-0.056914178,0,-0.017374062,mode,n,263,2.419955748,Olfactory,no,no
trombone__n,0,0.052529479,0,0,0.073720125,trombone,n,65,1.812913357,Haptic,yes,no
airing__n,0.023224004,-0.003208189,0,0,-0.013977982,airing,n,32,1.505149978,Visual,yes,no
lady__n,-0.004158019,-0.000338707,-0.050888702,-0.022154499,-0.014562418,lady,n,11071,4.044186851,Auditory,no,no
quickness__n,0.015925642,-0.003116629,0.035415403,0,0.006460456,quickness,n,7,0.84509804,Gustatory,yes,no
welfare-to-work__a,0,0.017868797,0,0,0.026725755,welfare-to-work,a,NA,NA,Haptic,yes,no
jury__n,0.031230558,0.007322394,-0.182789245,0,-0.04067459,jury,n,2181,3.338655666,Visual,yes,no
inclusiveness__n,0,-0.000723183,0,0,0.056670853,inclusiveness,n,1,0,Haptic,yes,no
leapfrog__v,0.003314699,0.012975747,0,0,0.073985236,leapfrog,v,18,1.255272505,Haptic,yes,no
reap__v,-0.04694812,0.040954884,-0.046571994,0,-0.081696705,reap,v,132,2.120573931,Auditory,yes,no
pawn__n,-0.029224884,-0.020217406,0,0,0.017625175,pawn,n,221,2.344392274,Haptic,yes,no
quintessentially__r,0.004688885,0,0.037476294,0,0.031142986,quintessentially,r,4,0.602059991,Gustatory,yes,no
precursor__n,0.054028037,-0.043112359,0.020972169,0,-0.014858035,precursor,n,7,0.84509804,Visual,yes,no
event__n,-0.004871332,-0.020583343,-0.041480958,-0.129159832,-0.022197979,event,n,1345,3.128722284,Visual,no,no
nervy__a,0,0,0.097675131,0,0.040937285,nervy,a,8,0.903089987,Gustatory,yes,no
directness__n,0,0.057248637,0,0,0,directness,n,12,1.079181246,Auditory,yes,no
autoworker__n,0.074964391,0.043514065,0,0,0,autoworker,n,NA,NA,Visual,yes,no
bath__n,0.001001561,-0.06957934,0.019423081,0.118203249,0.018857234,bath,n,1587,3.200576927,Olfactory,yes,no
fee__n,-0.008798773,-0.014732702,-0.096918202,-0.078655689,-0.039298529,fee,n,494,2.693726949,Visual,no,no
vertigo-inducing__a,0.098736468,0,0,0,0,vertigo-inducing,a,NA,NA,Visual,yes,no
bath__v,0.084271609,0,0,0,-0.006504018,bath,v,1587,3.200576927,Visual,yes,no
doomsayer__n,0.088953885,-0.000723183,0,0,0,doomsayer,n,1,0,Visual,yes,no
doctor-patient__a,0.056021075,-0.025155275,0.069568098,0,0,doctor-patient,a,NA,NA,Gustatory,yes,no
satirical__a,-0.057213769,-0.006602752,-0.02442636,0,0.046188144,satirical,a,9,0.954242509,Haptic,yes,no
toothy__a,0.085805679,0,0,0,0,toothy,a,5,0.698970004,Visual,yes,no
one-child__a,0,0,0,0,0.043115259,one-child,a,NA,NA,Haptic,yes,no
restoration__n,0.035057641,-0.048880158,-0.015447847,0,-0.070712544,restoration,n,48,1.681241237,Visual,yes,no
redline__v,0,0.052810073,0,0,0.078649691,redline,v,7,0.84509804,Haptic,yes,no
thrashers__n,-0.00715362,-0.033398709,0.055871137,0,0.015056404,thrashers,n,2,0.301029996,Gustatory,yes,no
locator__a,0,0.075989133,0,0,0,locator,a,48,1.681241237,Auditory,yes,no
entrepreneur__n,0.014142796,-0.024742082,-0.086629978,-0.013894245,-0.00440405,entrepreneur,n,55,1.740362689,Visual,yes,no
locator__n,-0.070200858,-0.119401242,-0.017943675,0,-0.139577335,locator,n,48,1.681241237,Olfactory,no,no
austin__n,0,0.059322713,0,0,0.068500552,austin,n,525,2.720159303,Haptic,yes,no
co-sponsored__v,-0.031941573,0.045255357,0,0,0,co-sponsored,v,NA,NA,Auditory,yes,no
biker__n,0.07733611,0,0.033583193,0,0.01024926,biker,n,79,1.897627091,Visual,yes,no
bring__v,-0.026801808,-0.023880612,0.00051846,-0.07644719,-0.028798082,bring,v,16685,4.222326211,Gustatory,no,no
half-unwanted__a,0,0.105404351,0,0,0.031142986,half-unwanted,a,NA,NA,Auditory,yes,no
secret__n,0.021917379,-0.054549086,-0.006238724,-0.056144088,-0.018933059,secret,n,5585,3.747023177,Visual,yes,no
dub__v,0.029500323,-0.062938225,-0.002721125,0,0.011665763,dub,v,55,1.740362689,Visual,yes,no
overtime__n,-0.044620627,-0.015452579,0.057487891,0,0.052668986,overtime,n,318,2.50242712,Gustatory,yes,no
home-state__a,0.000390928,0.038313099,0,0,-0.000997935,home-state,a,NA,NA,Auditory,yes,no
overtime__r,-0.050132751,-0.103985564,0.012915789,0,0.087561708,overtime,r,318,2.50242712,Haptic,yes,no
angelic__a,0.012880472,0.038919442,0,0,0.031768506,angelic,a,29,1.462397998,Auditory,yes,no
property__n,-0.003415267,-0.013560836,-0.047357195,-0.081047861,0.005362774,property,n,1698,3.229937686,Haptic,no,no
aim__n,-0.049975317,0.016413175,-0.019198876,0,-0.040366295,aim,n,758,2.879669206,Auditory,yes,no
second-biggest__a,0,0,0,0,0.076017434,second-biggest,a,NA,NA,Haptic,yes,no
newspaper__n,-0.01098363,0.010961089,-0.068038304,-0.121827986,-0.020160137,newspaper,n,1208,3.082066934,Auditory,yes,no
aim__v,0.011190888,-0.045531172,-0.019219694,-0.086419389,-0.021043497,aim,v,758,2.879669206,Visual,yes,no
royalty__n,0.018420243,-0.031201976,0.007572758,0,-0.050128398,royalty,n,200,2.301029996,Visual,yes,no
lemon__n,-0.036546154,-0.175485254,0.18716917,0.082912488,-0.053835887,lemon,n,613,2.787460475,Gustatory,yes,no
radiant__a,0.107261798,0,0,0,0,radiant,a,110,2.041392685,Visual,yes,no
steal__n,-0.070218151,-0.033958282,0.037427398,0,0.027805372,steal,n,2720,3.434568904,Gustatory,yes,no
originator__n,0.053798429,0.043514065,0,0,0,originator,n,3,0.477121255,Visual,yes,no
blitz__n,0.008176733,-0.027161308,0.012899351,0,0.002972303,blitz,n,64,1.806179974,Gustatory,yes,no
suffuse__v,-0.014469367,0,0.06759871,0,-0.015858229,suffuse,v,NA,NA,Gustatory,yes,no
sacred__a,0.027890343,-0.053569757,-0.005638354,0,-0.122702353,sacred,a,715,2.854306042,Visual,yes,no
foreshadow__v,-0.031941573,0.004415892,0.028620692,0,0,foreshadow,v,6,0.77815125,Gustatory,yes,no
go-round__n,0.094278698,0.004212054,0,0,0,go-round,n,NA,NA,Visual,yes,no
shame__n,-0.017755435,0.002035582,-0.008417674,0,-0.019367544,shame,n,2120,3.326335861,Auditory,no,no
disappear__v,0.018549972,-0.045009329,0.001664081,-0.020168273,-0.019613331,disappear,v,1069,3.028977705,Visual,yes,no
perspective__n,-0.018410279,0.016700753,-0.017364901,-0.050085802,-0.034192388,perspective,n,419,2.622214023,Auditory,yes,no
rabbit__n,-0.013651287,-0.087273077,0.158761838,0,-0.028366036,rabbit,n,1068,3.028571253,Gustatory,yes,no
brochure__n,-0.049066806,-0.044674289,-0.034093299,0,-0.094351022,brochure,n,97,1.986771734,Olfactory,no,no
evaluative__a,0.046551219,0.086707279,0,0,0,evaluative,a,NA,NA,Auditory,yes,no
shame__v,0,0.016079282,0,0,0,shame,v,2120,3.326335861,Auditory,yes,no
watermark__n,0,-0.044845194,0.096659386,0.242977129,0,watermark,n,14,1.146128036,Olfactory,yes,no
waft__v,0.020024728,-0.058735142,-0.041357139,0.236631228,0.008613201,waft,v,8,0.903089987,Olfactory,yes,no
face__n,0.051710542,-0.009362726,0.007045467,-0.025287308,0.002084369,face,n,14747,4.16870368,Visual,yes,no
winner-take-all__a,0,0.050037412,0.064478334,0,0,winner-take-all,a,NA,NA,Gustatory,yes,no
hypocrite__n,0.012880472,0,0.084494534,0,0,hypocrite,n,166,2.220108088,Gustatory,yes,no
prevailing__a,0.037877238,-0.030545171,-0.032596085,0,-0.030548582,prevailing,a,28,1.447158031,Visual,yes,no
face__v,-0.040360147,-0.019132507,0.003841655,-0.072469588,-0.027096371,face,v,14747,4.16870368,Gustatory,no,no
jook__n,0,0.036544555,0.079338628,0,0.045162357,jook,n,NA,NA,Gustatory,yes,no
stormy__a,0.041714767,-0.020152959,0.050490638,0,-0.026383581,stormy,a,74,1.86923172,Gustatory,yes,no
german-born__a,0.097198208,0,0,0,0,german-born,a,NA,NA,Visual,yes,no
communist__n,-0.003044011,-0.073885514,0.031874123,0,-0.039327598,communist,n,386,2.586587305,Gustatory,yes,no
vilify__v,0.001586125,0.014259365,0.003117327,0,0.016701172,vilify,v,8,0.903089987,Haptic,yes,no
parody__n,0.027124347,-0.017969653,-0.053917235,0,-0.014128148,parody,n,36,1.556302501,Visual,yes,no
parody__v,0.036805779,0,0,0,0.01496375,parody,v,36,1.556302501,Visual,yes,no
float__v,0.018757725,-0.056321463,0.005569021,0,-0.013504329,float,v,381,2.580924976,Visual,yes,no
catalog__v,0.009283481,-0.000723183,0,0,0.007894618,catalog,v,149,2.173186268,Visual,no,no
clang__n,-0.007452859,0.100492195,0,0,0,clang,n,43,1.633468456,Auditory,yes,no
psychiatrist__n,0.012107781,0.015536155,0.031574296,0,-0.062835867,psychiatrist,n,615,2.788875116,Gustatory,yes,no
cowlick__n,0.044474624,0,0.091944624,0,0.042976128,cowlick,n,4,0.602059991,Gustatory,yes,no
amazement__n,0.082974165,-0.055882924,0,0,0.000436022,amazement,n,36,1.556302501,Visual,yes,no
incoherent__a,0.075594463,0,0.079338628,0,0,incoherent,a,27,1.431363764,Gustatory,yes,no
catalog__n,0.000171091,-0.014615356,-0.039107658,-0.016167852,-0.037170269,catalog,n,149,2.173186268,Visual,no,no
spinal__a,-0.023482491,-0.049105572,-0.010176123,0,0.012406531,spinal,a,218,2.338456494,Haptic,yes,no
flattery__n,-0.007659687,0.042513264,0,0,0.026812967,flattery,n,70,1.84509804,Auditory,yes,no
pink__n,0.131396408,0,0.06493087,0,0,pink,n,1452,3.161966616,Visual,yes,no
exception__n,-0.004925493,-0.019432829,-0.015287182,0,-0.030642331,exception,n,409,2.611723308,Olfactory,no,no
renovate__v,0.028777533,-0.079119924,-0.035138256,0,-0.070262966,renovate,v,13,1.113943352,Visual,yes,no
presence__n,0.019810225,-0.031448211,-0.03383992,-0.088994267,-0.02111094,presence,n,1064,3.026941628,Visual,yes,no
polenta__n,0.025721972,0,0.169168537,0,0,polenta,n,6,0.77815125,Gustatory,yes,no
jukebox__n,0.007888815,-0.03763397,0,0,-0.00926961,jukebox,n,116,2.064457989,Visual,no,no
plot__n,-0.025762267,-0.035611176,-0.008839046,0,-0.007372622,plot,n,591,2.771587481,Olfactory,no,no
publicity__n,-0.004535784,0.021674153,-0.001751469,0,-0.010694368,publicity,n,534,2.727541257,Auditory,yes,no
third-grade__a,0,0.009542516,0.052336589,0,0,third-grade,a,NA,NA,Gustatory,yes,no
facilitate__v,0,-0.027471094,0.085503863,0,0,facilitate,v,50,1.698970004,Gustatory,yes,no
music-trivia__a,0,0.039870906,0.086560173,0,0.049273116,music-trivia,a,NA,NA,Gustatory,yes,no
